Num_Threads,Time(Microseconds)
1,75869249
1,70462829
1,73104237
1,70956805
1,72686719
2,78004230
2,80627390
2,78990252
2,77497812
2,80486594
4,47302153
4,47299137
4,47086059
4,47641090
4,50004211
8,34538331
8,34774705
8,32982331
8,34177755
8,34134133
10,32303484
10,32262947
10,33126987
10,32173252
10,34113859
12,30857017
12,31562604
12,31581224
12,31571370
12,31422672
14,34131013
14,41226227
14,44184350
14,33773214
14,33134991
16,63753152
16,64127319
16,61808782
16,62365025
16,63291540
