Time, KB_Written
[2023-05-02 21:42:24] 320554088
[2023-05-02 21:42:25] 276980
[2023-05-02 21:42:26] 269936
[2023-05-02 21:42:27] 290404
[2023-05-02 21:42:28] 283648
[2023-05-02 21:42:29] 264548
[2023-05-02 21:42:30] 107624
[2023-05-02 21:42:31] 0
[2023-05-02 21:42:32] 0
[2023-05-02 21:42:33] 132
[2023-05-02 21:42:34] 0
[2023-05-02 21:42:35] 0
[2023-05-02 21:42:36] 0
[2023-05-02 21:42:37] 0
[2023-05-02 21:42:38] 340
[2023-05-02 21:42:39] 0
