Time, KB_Written
[2023-05-02 21:55:32] 348950128
[2023-05-02 21:55:33] 259444
[2023-05-02 21:55:34] 263268
[2023-05-02 21:55:35] 271028
[2023-05-02 21:55:36] 264548
[2023-05-02 21:55:37] 265828
[2023-05-02 21:55:38] 69972
[2023-05-02 21:55:39] 0
[2023-05-02 21:55:40] 48
[2023-05-02 21:55:41] 0
[2023-05-02 21:55:42] 0
[2023-05-02 21:55:43] 0
[2023-05-02 21:55:44] 60
