Time KB_Written
[2023-05-02 21:56:36] 0
[2023-05-02 21:56:37] 8
[2023-05-02 21:56:38] 131344
[2023-05-02 21:56:39] 285704
[2023-05-02 21:56:40] 285856
[2023-05-02 21:56:41] 266032
[2023-05-02 21:56:42] 293680
[2023-05-02 21:56:43] 230708
[2023-05-02 21:56:44] 104
[2023-05-02 21:56:45] 88
[2023-05-02 21:56:46] 0
[2023-05-02 21:56:47] 0
