Num_Threads,Time(Microseconds)
1,56495529
1,53655730
1,50674041
1,50323236
1,50654296
2,56369345
2,56821645
2,55501454
2,56723638
2,55776287
4,35049681
4,35118072
4,35428783
4,34988674
4,35182364
8,23019578
8,23442608
8,23488364
8,23374341
8,23590987
10,21566173
10,20983575
10,21645779
10,20825830
10,21141759
12,21182582
12,22043191
12,21725465
12,21442555
12,20870750
14,21300705
14,20944370
14,21065466
14,21176624
14,21195894
16,20904727
16,20986187
16,21129408
16,21216929
16,20851270
