Num_Threads,Time(Microseconds)
1,16589775
1,16521991
1,16249714
1,16882497
1,16124778
2,12314413
2,12389765
2,12786578
2,11876253
2,19769528
4,7973252
4,7974862
4,7756418
4,7856381
4,7446577
8,6836358
8,6836214
8,6837622
8,6823587
8,6842987
10,4665649
10,4667871
10,4918234
10,4981721
10,4689791
12,4613870
12,4617678
12,4241344
12,4214114
12,4876998
14,4319695
14,4142342
14,4376587
14,4658791
14,4398163
16,3242679
16,3987233
16,3875823
16,3236541
16,3176498
