Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
20230510 02:23:34.505 8 0 1 0 0 0 0 91 9 0 0 1635 1413 0 595 1 1.98 8.12 11.04 1 0 750 38 46 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:34.601 5 0 1 4 0 0 0 90 6 0 0 2417 5115 104 605 0 1.98 8.12 11.04 0 1 750 21 45 2 0 0 0 0 0 0 448 448 0 6833 6833 0 1260 1260
20230510 02:23:34.704 15 0 6 1 0 0 0 77 21 0 0 5214 14534 68 606 4 1.98 8.12 11.04 4 0 621 39 38 6 0 29 0 0 0 0 97 97 0 1243 1243 0 194 194
20230510 02:23:34.801 19 0 3 0 0 1 0 77 23 0 0 9247 25598 0 606 3 1.98 8.12 11.04 7 0 753 31 46 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:34.901 40 0 5 0 0 0 0 55 45 0 0 9250 34050 0 606 9 2.23 8.07 11.01 10 0 630 60 43 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:35.001 49 0 4 0 0 0 0 47 53 0 0 7490 29020 0 606 10 2.23 8.07 11.01 9 0 570 30 36 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:35.101 59 0 6 0 0 0 0 34 66 0 0 9680 41380 0 606 12 2.23 8.07 11.01 10 0 860 90 95 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:35.201 69 0 8 0 0 0 0 23 77 0 0 11480 47930 0 606 12 2.23 8.07 11.01 13 0 710 60 42 7 0 10 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:35.301 70 0 7 0 0 0 0 22 78 0 0 10250 53240 0 606 12 2.23 8.07 11.01 13 0 810 60 55 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:35.401 66 0 11 0 0 1 0 23 77 0 0 8350 54570 0 606 12 2.23 8.07 11.01 13 0 630 0 37 0 0 10 0 0 0 0 80 80 0 6360 6360 0 1510 1510
20230510 02:23:35.501 71 0 9 0 0 0 0 20 80 0 0 9610 60030 10 606 13 2.23 8.07 11.01 13 0 740 40 45 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:35.601 66 0 12 0 0 1 0 22 78 0 0 9130 59910 0 606 13 2.23 8.07 11.01 9 0 650 10 39 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:35.701 66 0 9 0 0 1 0 24 76 0 0 8700 69380 0 606 10 2.23 8.07 11.01 12 0 650 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:35.801 67 0 9 0 0 0 0 25 75 0 0 8730 61950 0 606 13 2.23 8.07 11.01 13 0 970 0 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:35.901 67 0 7 0 0 1 0 25 75 0 0 7440 67710 0 606 10 2.23 8.07 11.01 13 0 600 0 35 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0
20230510 02:23:36.001 65 0 9 0 0 0 0 25 75 0 0 8200 65680 0 606 13 2.23 8.07 11.01 12 0 570 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
