Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot
20230502 12:31:17.041 6 0 6 0 0 0 0 88 12 0 0 2300 1000 100 539 2 1.85 1.07 1.09 2 0
20230502 12:31:17.051 12 0 0 0 0 0 0 88 12 0 0 3000 1000 0 539 2 1.85 1.07 1.09 2 0
20230502 12:31:17.061 7 0 7 0 0 0 0 87 13 0 0 4000 2500 0 537 2 1.85 1.07 1.09 2 1
20230502 12:31:17.071 12 0 6 0 0 6 0 75 25 0 0 4400 5400 200 540 3 1.85 1.07 1.09 2 1
20230502 12:31:17.081 12 0 6 6 0 6 0 71 24 0 0 4100 13400 400 540 1 1.85 1.07 1.09 2 1
20230502 12:31:17.091 12 0 0 6 0 0 0 81 12 0 0 5400 10000 0 540 3 1.85 1.07 1.09 2 1
20230502 12:31:17.101 6 0 6 6 0 0 0 81 12 0 0 4600 8600 0 540 3 1.85 1.07 1.09 2 1
20230502 12:31:17.111 6 0 6 6 0 0 0 81 12 0 0 5300 7900 200 541 4 1.85 1.07 1.09 3 1
20230502 12:31:17.121 0 0 17 0 0 0 0 83 17 0 0 6000 24000 200 542 8 1.85 1.07 1.09 15 0
20230502 12:31:17.131 15 0 70 0 0 0 0 15 85 0 0 10100 46200 0 542 2 1.85 1.07 1.09 5 1
20230502 12:31:17.141 8 0 8 8 0 0 0 77 15 0 0 5300 14300 0 542 2 1.85 1.07 1.09 2 1
20230502 12:31:17.151 18 0 0 6 0 0 0 76 18 0 0 9200 12300 0 540 2 1.85 1.07 1.09 2 1
20230502 12:31:17.161 7 0 7 0 0 0 0 86 14 0 0 5500 9800 500 542 3 1.85 1.07 1.09 2 1
20230502 12:31:17.171 6 0 6 6 0 0 0 81 12 0 0 7400 9900 200 543 1 1.85 1.07 1.09 2 1
20230502 12:31:17.181 7 0 0 7 0 0 0 87 7 0 0 5300 9900 0 543 1 1.85 1.07 1.09 1 1
20230502 12:31:17.191 6 0 12 0 0 0 0 81 19 0 0 6000 9300 0 543 3 1.85 1.07 1.09 2 0
20230502 12:31:17.201 6 0 6 6 0 0 0 81 12 0 0 5300 10600 0 543 2 1.85 1.07 1.09 1 1
20230502 12:31:17.211 11 0 6 6 0 0 0 78 17 0 0 5200 9400 0 543 3 1.85 1.07 1.09 3 0
20230502 12:31:17.221 0 0 0 0 0 0 0 100 0 0 0 3800 8100 0 543 2 1.85 1.07 1.09 1 1
20230502 12:31:17.231 12 0 6 6 0 0 0 76 18 0 0 4800 8300 0 543 2 1.85 1.07 1.09 1 1
20230502 12:31:17.241 7 0 0 7 0 0 0 87 7 0 0 3700 8900 0 543 2 1.85 1.07 1.09 2 1
20230502 12:31:17.251 7 0 0 0 0 0 0 93 7 0 0 3600 8800 0 543 2 1.85 1.07 1.09 2 1
20230502 12:31:17.261 6 0 6 6 0 0 0 81 12 0 0 3400 8400 0 543 2 1.85 1.07 1.09 2 0
20230502 12:31:17.271 18 0 6 0 0 0 0 76 24 0 0 4000 7700 0 543 5 1.85 1.07 1.09 3 0
20230502 12:31:17.281 7 0 7 0 0 7 0 80 20 0 0 4000 8100 0 543 4 1.85 1.07 1.09 2 0
20230502 12:31:17.291 18 0 6 0 0 0 0 76 24 0 0 4300 8300 0 543 1 1.85 1.07 1.09 2 1
20230502 12:31:17.301 6 0 0 6 0 0 0 88 6 0 0 3200 8200 0 543 2 1.85 1.07 1.09 1 1
20230502 12:31:17.311 7 0 7 0 0 0 0 86 14 0 0 4000 9600 0 543 2 1.85 1.07 1.09 3 1
20230502 12:31:17.321 12 0 0 6 0 0 0 81 12 0 0 3700 8100 0 543 2 1.85 1.07 1.09 2 0
20230502 12:31:17.331 12 0 12 0 0 0 0 76 24 0 0 5700 12500 0 544 4 1.85 1.07 1.09 3 0
20230502 12:31:17.341 7 0 13 0 0 0 0 80 20 0 0 5500 10800 200 545 3 1.85 1.07 1.09 4 1
20230502 12:31:17.351 20 0 0 7 0 0 0 73 20 0 0 4500 8600 100 544 3 1.85 1.07 1.09 3 1
20230502 12:31:17.361 19 0 38 6 0 0 0 38 56 0 0 7600 36800 0 543 5 1.85 1.07 1.09 5 1
20230502 12:31:17.371 19 0 6 0 0 0 0 75 25 0 0 11300 41900 0 543 5 1.85 1.07 1.09 2 0
20230502 12:31:17.381 12 0 6 0 0 0 0 81 19 0 0 6500 9000 0 543 2 1.85 1.07 1.09 2 0
20230502 12:31:17.391 7 0 7 0 0 0 0 87 13 0 0 7100 7800 0 543 3 1.85 1.07 1.09 2 0
20230502 12:31:17.401 6 0 6 0 0 0 0 88 12 0 0 5900 6000 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:17.411 7 0 0 7 0 0 0 87 7 0 0 6000 1000 0 543 1 1.85 1.07 1.09 1 1
20230502 12:31:17.421 6 0 0 6 0 0 0 88 6 0 0 4200 400 0 543 1 1.85 1.07 1.09 1 1
20230502 12:31:17.431 7 0 0 7 0 0 0 87 7 0 0 4000 5200 0 543 1 1.85 1.07 1.09 3 1
20230502 12:31:17.441 7 0 0 0 0 0 0 93 7 0 0 3300 2800 0 543 2 1.85 1.07 1.09 2 0
20230502 12:31:17.451 6 0 6 6 0 0 0 82 12 0 0 2700 800 0 543 1 1.85 1.07 1.09 1 1
20230502 12:31:17.461 13 0 7 0 0 0 0 80 20 0 0 4200 10000 0 543 1 1.85 1.07 1.09 1 1
20230502 12:31:17.471 7 0 0 7 0 0 0 87 7 0 0 3500 9000 0 543 1 1.85 1.07 1.09 1 1
20230502 12:31:17.481 12 0 0 6 0 0 0 81 12 0 0 3600 9000 0 543 1 1.85 1.07 1.09 1 1
20230502 12:31:17.491 6 0 0 6 0 6 0 81 12 0 0 3500 8300 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:17.501 12 0 0 0 0 0 0 88 12 0 0 3900 9000 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:17.511 17 0 6 0 0 0 0 78 22 0 0 3100 8800 0 543 3 1.85 1.07 1.09 4 0
20230502 12:31:17.521 12 0 6 0 0 6 0 76 24 0 0 2900 8400 0 543 3 1.85 1.07 1.09 4 0
20230502 12:31:17.531 19 0 0 0 0 0 0 81 19 0 0 3300 9700 0 543 3 1.85 1.07 1.09 1 0
20230502 12:31:17.541 6 0 0 0 0 6 0 88 12 0 0 2500 9100 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:17.551 7 0 0 0 0 0 0 93 7 0 0 2400 8800 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.561 7 0 0 0 0 0 0 93 7 0 0 2600 9700 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:17.571 12 0 6 0 0 0 0 82 18 0 0 2300 8100 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.581 6 0 0 0 0 0 0 94 6 0 0 3200 10200 0 543 2 1.85 1.07 1.09 1 0
20230502 12:31:17.591 12 0 0 0 0 0 0 88 12 0 0 2200 8600 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.601 7 0 0 0 0 0 0 93 7 0 0 2400 9200 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.611 12 0 0 0 0 0 0 88 12 0 0 2600 8200 0 543 1 1.85 1.07 1.09 3 0
20230502 12:31:17.621 0 0 6 0 0 6 0 88 12 0 0 2000 8200 0 543 2 1.85 1.07 1.09 1 0
20230502 12:31:17.631 19 0 0 0 0 0 0 81 19 0 0 2900 6800 100 544 3 1.85 1.07 1.09 3 0
20230502 12:31:17.641 7 0 0 0 0 0 0 93 7 0 0 2900 10600 0 543 2 1.85 1.07 1.09 1 0
20230502 12:31:17.651 12 0 6 0 0 0 0 82 18 0 0 3400 8100 0 543 2 1.85 1.07 1.09 2 0
20230502 12:31:17.661 7 0 0 0 0 0 0 93 7 0 0 2400 8100 0 543 2 1.85 1.07 1.09 1 0
20230502 12:31:17.671 6 0 0 0 0 0 0 94 6 0 0 2800 8000 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.681 12 0 6 0 0 0 0 82 18 0 0 3000 9900 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:17.691 11 0 21 0 0 0 0 68 32 0 0 5800 21700 0 543 3 1.85 1.07 1.09 19 0
20230502 12:31:17.711 7 0 43 0 0 0 0 50 50 0 0 6250 26000 0 543 3 1.85 1.07 1.09 1 0
20230502 12:31:17.721 6 0 0 0 0 0 0 94 6 0 0 4300 8000 0 543 1 1.85 1.07 1.09 1 0
