Time KB_Written
[2023-05-02 21:04:17] 459376
[2023-05-02 21:04:18] 459380
[2023-05-02 21:04:19] 276
[2023-05-02 21:04:20] 0
[2023-05-02 21:04:21] 0
[2023-05-02 21:04:22] 0
[2023-05-02 21:04:23] 0
[2023-05-02 21:04:24] 368
[2023-05-02 21:04:25] 0
[2023-05-02 21:04:26] 0
[2023-05-02 21:04:27] 0
