Time, KB_Written
[2023-05-02 21:04:54] 1567516868
[2023-05-02 21:04:55] 209304
[2023-05-02 21:04:56] 255832
[2023-05-02 21:04:57] 484604
[2023-05-02 21:04:58] 484376
[2023-05-02 21:04:59] 0
[2023-05-02 21:05:00] 0
[2023-05-02 21:05:01] 0
[2023-05-02 21:05:02] 0
[2023-05-02 21:05:03] 220
[2023-05-02 21:05:04] 0
