Time, KB_Written
[2023-05-02 21:00:08] 1557149544
[2023-05-02 21:00:09] 107892
[2023-05-02 21:00:10] 419536
[2023-05-02 21:00:11] 369024
[2023-05-02 21:00:12] 0
[2023-05-02 21:00:13] 0
[2023-05-02 21:00:14] 272
[2023-05-02 21:00:15] 0
[2023-05-02 21:00:16] 48
[2023-05-02 21:00:17] 0
[2023-05-02 21:00:18] 0
[2023-05-02 21:00:19] 128
[2023-05-02 21:00:20] 0
[2023-05-02 21:00:21] 0
[2023-05-02 21:00:22] 0
