Time KB_Written
[2023-05-02 21:01:36] 165940
[2023-05-02 21:01:37] 0
[2023-05-02 21:01:38] 0
[2023-05-02 21:01:39] 0
[2023-05-02 21:01:40] 80
[2023-05-02 21:01:41] 168
[2023-05-02 21:01:42] 0
[2023-05-02 21:01:43] 0
[2023-05-02 21:01:44] 0
