Time, KB_Written
[2023-05-02 21:05:26] 1568952808
[2023-05-02 21:05:27] 265628
[2023-05-02 21:05:28] 113680
[2023-05-02 21:05:29] 499040
[2023-05-02 21:05:30] 486224
[2023-05-02 21:05:31] 128884
[2023-05-02 21:05:32] 136
[2023-05-02 21:05:33] 0
[2023-05-02 21:05:34] 0
[2023-05-02 21:05:35] 0
[2023-05-02 21:05:36] 24
[2023-05-02 21:05:37] 100
