Time KB_Written
[2023-05-02 21:03:39] 103056
[2023-05-02 21:03:40] 292068
[2023-05-02 21:03:41] 456336
[2023-05-02 21:03:42] 138340
[2023-05-02 21:03:43] 0
[2023-05-02 21:03:44] 100
[2023-05-02 21:03:45] 152
[2023-05-02 21:03:46] 0
[2023-05-02 21:03:47] 0
[2023-05-02 21:03:48] 0
