Time,Read/s,Write/s,util%,cpu%
2023-05-01 21:31:28,0.00 , 0.00 , 0.00,8.86
2023-05-01 21:31:30,0.00 , 0.00 , 0.40,8.92
2023-05-01 21:31:32,0.00 , 0.00 , 0.40,12.46
2023-05-01 21:31:34,0.00 , 0.00 , 0.00,14.91
2023-05-01 21:31:36,0.00 , 0.00 , 0.00,14.99
2023-05-01 21:31:38,0.00 , 0.00 , 0.00,20.17
2023-05-01 21:31:40,0.00 , 0.00 , 0.40,18.94
2023-05-01 21:31:42,0.00 , 0.00 , 0.40,19.51
2023-05-01 21:31:44,0.00 , 0.00 , 0.00,18.78
2023-05-01 21:31:46,0.00 , 0.00 , 0.40,17.22
2023-05-01 21:31:48,0.00 , 0.00 , 0.00,20.05
2023-05-01 21:31:50,0.00 , 0.00 , 0.00,19.45
2023-05-01 21:31:52,0.00 , 0.00 , 0.40,18.94
2023-05-01 21:31:54,0.00 , 0.00 , 0.00,25.81
2023-05-01 21:31:56,0.00 , 0.00 , 0.00,27.79
2023-05-01 21:31:58,0.00 , 0.00 , 0.00,28.74
2023-05-01 21:32:00,0.00 , 0.00 , 15.20,25.52
2023-05-01 21:32:02,0.00 , 0.00 , 0.40,24.96
2023-05-01 21:32:05,0.00 , 0.00 , 0.00,29.12
2023-05-01 21:32:07,0.00 , 0.00 , 0.40,26.92
2023-05-01 21:32:09,0.00 , 0.00 , 0.40,28.87
2023-05-01 21:32:11,0.00 , 0.00 , 0.00,26.64
2023-05-01 21:32:13,0.00 , 0.00 , 0.40,25.06
2023-05-01 21:32:15,0.00 , 0.00 , 0.00,25.1
2023-05-01 21:32:17,0.00 , 0.00 , 0.40,30.24
2023-05-01 21:32:19,0.00 , 0.00 , 0.00,24.06
2023-05-01 21:32:21,0.00 , 0.00 , 0.00,28.15
2023-05-01 21:32:23,0.00 , 0.00 , 0.80,33.8
2023-05-01 21:32:25,0.00 , 0.00 , 0.00,40.57
2023-05-01 21:32:27,0.00 , 0.00 , 0.00,35.76
2023-05-01 21:32:29,0.00 , 0.00 , 0.00,32.64
2023-05-01 21:32:31,0.00 , 0.00 , 0.00,36.46
2023-05-01 21:32:33,1.00 , 4.00 , 74.40,38.91
